instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,Practice_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,exp_sound.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,47,0,47,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,47,0,47,0,718.1291918999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_20_nosub_0.mp4,audios/silence.mp3,visual,718.1232014999841,718.5230061999755,718.7235937999794,718.7235937999794,718.7232676666501,730.4445192999847,719.9755563999934,730.2416493999772,[],730.3405416999885,730.3405836999882,None,730.3406605999917,730.3406941999856,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,48,0,48,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,48,0,48,0,730.4445192999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/silence.mp3,visual,730.4395095999935,730.850629099994,731.0518412999809,731.0518412999809,731.0511283666458,743.6645396999957,732.3030185999814,743.4546536999987,"[0.31782850000308827, 9.240913300018292]",743.5638555999903,743.563889299985,None,743.5639633999963,743.5639889999875,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,49,0,49,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,49,0,49,0,743.6645396999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_16_sub_0.mp4,audios/silence.mp3,visual,743.6583176999993,744.0644358999853,744.2644257999782,744.2644257999782,744.2642186666528,753.5141922999755,745.5175241999968,753.2956720999791,[],753.3864107999834,753.3864434999996,None,753.3864820000017,753.3865040999954,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,50,0,50,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,50,0,50,0,753.5141922999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_04_nosub_0.mp4,audios/clip_hund_04_nosub_0.mp3,audiovisual,753.5085850999749,753.8959827999934,754.097031799989,754.097031799989,754.096347466668,763.8574399999925,763.628307099978,763.6284768999903,[],763.7302108999866,763.7302423999936,None,763.7302780999744,763.7302971999743,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,51,0,51,,,,,,,,,,,,,,,,,,,,,,4,None,1.6500613999960478,None,,,,,,,,,,,51,0,51,0,763.8574399999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_36_sub_2.mp4,audios/clip_hund_36_sub_2.mp3,audiovisual,763.8518792999967,764.2289898999734,764.4292927999923,764.4292927999923,764.4300841666447,773.6969851999893,773.6969851999893,773.5947766999889,"[3.5288696000061464, 6.2070674000133295]",773.693086299987,775.3547161999741,4,775.3547710999846,775.3547875999939,None,4,773.6969851999893,773.6969851999893,773.6969851999893,1.6500613999960478,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,52,0,52,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,52,0,52,0,775.4831205999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_20_sub_1.mp4,audios/clip_holo_20_sub_1.mp3,audiovisual,775.4769130999921,775.85499599998,776.0566663999925,776.0566663999925,776.055418966662,785.684833199979,785.4700129999837,785.4701839999761,[],785.5578691999835,785.5579020000005,None,785.5579314999923,785.5579483999754,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,53,0,53,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,53,0,53,0,785.684833199979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/clip_wurst_25_sub_1.mp3,audiovisual,785.6806656999979,786.0707568999787,786.2863175999955,786.2700995999912,786.2695820666597,797.6979906999914,797.6979906999914,797.4872291999927,[],797.5851454999938,797.5851801999961,None,797.585236999992,797.5852816999832,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,54,0,54,,,,,,,,,,,,,,,,,,,,,,3,None,3.381824799987953,None,,,,,,,,,,,54,0,54,0,797.6979906999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_04_nosub_0.mp4,audios/silence.mp3,visual,797.6918773999787,798.0976914999774,798.2986139999994,798.2986139999994,798.298089766646,808.5094578999851,799.5499175000004,808.3978816999879,[],808.5053524999821,811.8988144999894,3,811.8988750999852,811.8989006999764,None,3,808.5094578999851,808.5094578999851,808.5094578999851,3.381824799987953,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,55,0,55,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,55,0,55,0,812.0237866999814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/clip_herz_05_sub_0.mp3,audiovisual,812.0179043999815,812.3999066999822,812.6002474999987,812.6002474999987,812.6017214666683,823.1659945999854,,822.900338699983,"[6.095812000014121, 7.5110301000240725]",823.0206880999904,823.0207159999991,None,823.0207415999903,823.0207571999927,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,56,0,56,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,56,0,56,0,823.1659945999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_25_nosub_0.mp4,audios/clip_claude_25_nosub_0.mp3,audiovisual,823.1620242999925,823.5340419999848,823.7343755999755,823.7343755999755,823.7342920666599,834.1459591999883,,833.9341086999921,[],834.0346129999962,834.0346611999848,None,834.0347242999997,834.034763099975,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,57,0,57,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,57,0,57,0,834.1459591999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_13_nosub_1.mp4,audios/silence.mp3,visual,834.1398236999812,834.5458828999836,834.7462676999858,834.7462676999858,834.7460835666609,846.7949369999988,835.998161800002,846.5646776999929,[4.222334699996281],846.6614621999906,846.6614974999975,None,846.6615324000013,846.6615488999814,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,58,0,58,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,58,0,58,0,846.7949369999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_nosub_2.mp4,audios/clip_holo_02_nosub_2.mp3,audiovisual,846.7889729999879,847.1652285999735,847.3665618999803,847.3665618999803,847.3660358666423,858.7908138999774,,858.5675164999848,[8.015148399979807],858.6684258999885,858.6684593999817,None,858.6684950999916,858.6685156999738,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,59,0,59,,,,,,,,,,,,,,,,,,,,,,None,space,,,9.033083000016632,None,,,,,,,,,59,0,59,0,858.7908138999774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_12_nosub_1.mp4,audios/clip_weißt_12_nosub_1.mp3,audiovisual,858.7853461999912,859.1679463999753,859.3679373999767,859.3679373999767,859.3675400666582,871.3890888000024,871.2861454999947,871.286374999996,[9.066414200002328],871.3784861000022,871.3785196999961,None,871.3785548000014,880.425485499989,space,,,,,,,871.3890888000024,871.3890888000024,871.3890888000024,9.033083000016632,None,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,60,0,60,,,,,,,,,,,,,,,,,,,,,,1,None,3.1216838999825995,None,,,,,,,,,,,60,0,60,0,880.5568959999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_15_sub_1.mp4,audios/clip_hund_15_sub_1.mp3,audiovisual,880.5503495000012,880.9260896999913,881.1271961999882,881.1271961999882,881.1266887666463,891.7105416999839,891.5934156999865,891.593656299985,[4.795684099983191],891.7032781000016,894.8481293999939,1,894.8481928999827,894.8482187999762,None,1,891.7105416999839,891.7105416999839,891.7105416999839,3.1216838999825995,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,61,0,61,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,61,0,61,0,894.9583142999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_12_nosub_0.mp4,audios/silence.mp3,visual,894.9518112999795,895.3583723999909,895.5588827999891,895.5588827999891,895.5585049666445,904.9942059999739,896.810262199986,904.7893286999897,[],904.8755288999819,904.8755601999874,None,904.8755875999923,904.8756022999878,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,62,0,62,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,62,0,62,0,904.9942059999739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_23_nosub_2.mp4,audios/clip_wurst_23_nosub_2.mp3,audiovisual,904.9883324999828,905.3824510999839,905.5823655999848,905.5823655999848,905.5820327666627,916.3092582999961,916.0982962999842,916.098519799998,[7.716771399980644],916.1897109999845,916.1897608999861,None,916.1898008999997,916.1898208999773,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,63,0,63,,,,,,,,,,,,,,,,,,,,,,1,None,2.0532839999941643,None,,,,,,,,,,,63,0,63,0,916.3092582999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/silence.mp3,visual,916.3029251999978,916.6922571999894,916.8943347999884,916.8943347999884,916.8923879666584,927.6220408999943,918.1442180000013,927.5094893999922,[7.331031400011852],927.6169144999876,929.6762211000023,1,929.6762676999788,929.6762844999903,None,1,927.6220408999943,927.6220408999943,927.6220408999943,2.0532839999941643,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,64,0,64,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,64,0,64,0,929.7983861999819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/clip_wurst_35_nosub_0.mp3,audiovisual,929.792435099982,930.1773369000002,930.3771548999939,930.3771548999939,930.3769101666442,939.879182899982,939.879182899982,939.6823242999963,[],939.7840560999757,939.7840872999805,None,939.7841167000006,939.7841328999784,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,65,0,65,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,65,0,65,0,939.879182899982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_07_sub_1.mp4,audios/silence.mp3,visual,939.8728575999849,940.284629599977,940.4846366999845,940.4846366999845,940.4844293666577,949.7192013999738,941.7362415999814,949.5153533999983,[4.669587500015041],949.614061100001,949.6140961999772,None,949.614132799994,949.6141550999891,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,66,0,66,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,66,0,66,0,949.7192013999738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/silence.mp3,visual,949.7128857999924,950.1252968999906,950.325388199999,950.325388199999,950.3247109666447,959.8630462999863,951.5766958999739,959.6560268999892,[5.079345600010129],959.7485526999808,959.7485861999739,None,959.7486242000014,959.7486571999907,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,67,0,67,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,67,0,67,0,959.8630462999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_02_nosub_2.mp4,audios/clip_lied_02_nosub_2.mp3,audiovisual,959.8576301999856,960.2484635000001,960.449409199995,960.449409199995,960.4490112666429,971.684708899993,971.684708899993,971.4665033999772,"[4.26328499999363, 9.652845000004163]",971.5542179999757,971.5542527999787,None,971.5542867999757,971.5543153999897,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,68,0,68,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,68,0,68,0,971.684708899993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_22_nosub_1.mp4,audios/clip_holo_22_nosub_1.mp3,audiovisual,971.6788653999974,972.0684907999821,972.2843778999813,972.2676024999819,972.2673157666616,981.6742077999806,,981.4653898999968,[9.290438700001687],981.5548313999898,981.5548954999831,None,981.555094499985,981.555128899985,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,69,0,69,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,69,0,69,0,981.6742077999806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_13_sub_0.mp4,audios/clip_wurst_13_sub_0.mp3,audiovisual,981.6701052999997,982.059036599996,982.2590999999957,982.2590999999957,982.258948066654,992.0810821999912,991.8729638999794,991.8731095999829,[],991.9689959999814,991.9690880999842,None,991.9691444999771,991.9691660999961,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,70,0,70,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,70,0,70,0,992.0810821999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_24_sub_1.mp4,audios/silence.mp3,visual,992.0747776999779,992.4835416999995,992.6838715999911,992.6838715999911,992.6835027666568,1004.1805945999804,993.9356426000013,1004.0019487999962,[],1004.0828498999763,1004.0828858999885,None,1004.0829401999945,1004.0829910999746,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,71,0,71,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,71,0,71,0,1004.1805945999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_03_sub_1.mp4,audios/silence.mp3,visual,1004.1746524999908,1004.5858709999884,1004.7856829999946,1004.7856829999946,1004.7855185666451,1015.4976848999795,1006.0374909999955,1015.3028507999843,[4.748977100010961],1015.4027400999912,1015.4027915999759,None,1015.40283799998,1015.4028612999828,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,72,0,72,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,72,0,72,0,1015.4976848999795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_20_nosub_1.mp4,audios/silence.mp3,visual,1015.4925202000013,1015.9116989999893,1016.1123572999786,1016.1123572999786,1016.1118361666488,1026.1321132000012,1017.3636455999804,1025.9438243999903,[8.302870500017889],1026.032464799995,1026.032498399989,None,1026.0325313999783,1026.032548099989,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,73,0,73,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,73,0,73,0,1026.1321132000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_nosub_1.mp4,audios/silence.mp3,visual,1026.126057299989,1026.5319842999743,1026.732675599982,1026.732675599982,1026.7326485666601,1037.3554782999854,1027.985003299982,1037.1653393000015,[],1037.265804499999,1037.2658783999796,None,1037.2659479999857,1037.2659823999857,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,74,0,74,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,74,0,74,0,1037.3554782999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_16_sub_0.mp4,audios/silence.mp3,visual,1037.3491575999942,1037.771776199981,1037.9729579999985,1037.9729579999985,1037.9723441666613,1048.2128559999983,1039.2244099999953,1048.0045798999781,[],1048.0951577999804,1048.0951973999909,None,1048.0952734999883,1048.0953039999877,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,75,0,75,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,75,0,75,0,1048.2128559999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/clip_wurst_29_sub_1.mp3,audiovisual,1048.20904289998,1048.5974273999745,1048.799508600001,1048.799508600001,1048.7976845666456,1061.0021815999935,1060.8163799999747,1060.81655399999,[],1060.8933560999867,1060.8933902999852,None,1060.8934546999808,1060.8934899999877,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,76,0,76,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,76,0,76,0,1061.0021815999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_10_nosub_1.mp4,audios/clip_holo_10_nosub_1.mp3,audiovisual,1060.997144699999,1061.4020536999742,1061.6028438999783,1061.6028438999783,1061.6022552666584,1071.749219499994,1071.567667700001,1071.5678604999848,[6.077285700011998],1071.6410844999773,1071.6411204999895,None,1071.6411934999924,1071.641223099985,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,77,0,77,,,,,,,,,,,,,,,,,,,,,,2,None,3.1990127000026405,None,,,,,,,,,,,77,0,77,0,1071.749219499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_10_sub_0.mp4,audios/silence.mp3,visual,1071.7430853999977,1072.1525729999994,1072.3529325999843,1072.3529325999843,1072.3528346666465,1083.6705030000012,1073.605230999994,1083.571668199991,[],1083.6643634999928,1086.884029799985,2,1086.8840831999842,1086.8841012999765,None,2,1083.6705030000012,1083.6705030000012,1083.6705030000012,3.1990127000026405,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,78,0,78,,,,,,,,,,,,,,,,,,,,,,1,None,3.2263449000020046,None,,,,,,,,,,,78,0,78,0,1087.0216051999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_22_nosub_0.mp4,audios/clip_weißt_22_nosub_0.mp3,audiovisual,1087.0154121999803,1087.387669799995,1087.587954799994,1087.587954799994,1087.5893703666554,1098.8021619999781,,1098.689681799995,[],1098.7971312000009,1102.0414379999856,1,1102.0415027999843,1102.0415303999907,None,2,1098.8021619999781,1098.8021619999781,1098.8021619999781,3.2263449000020046,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,79,0,79,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,79,0,79,0,1102.1697790999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_21_sub_0.mp4,audios/clip_wurst_21_sub_0.mp3,audiovisual,1102.165085399989,1102.5420257999795,1102.7429340999806,1102.7429340999806,1102.7426855666602,1113.4647288999986,1113.4647288999986,1113.2587442999939,[],1113.3565194999974,1113.3565528999898,None,1113.3565814999747,1113.3565978999832,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,80,0,80,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,80,0,80,0,1113.4647288999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_15_nosub_1.mp4,audios/silence.mp3,visual,1113.458973699977,1113.8678559999971,1114.068489600002,1114.068489600002,1114.0682112666584,1125.200877299998,1115.3200921999814,1124.985855099978,"[3.247103600006085, 5.191883299994515]",1125.0727887999965,1125.072859899985,None,1125.0729403999867,1125.0729664999817,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,81,0,81,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,81,0,81,0,1125.200877299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_14_nosub_0.mp4,audios/clip_holo_14_nosub_0.mp3,audiovisual,1125.1962333999982,1125.5849560999777,1125.7864684999804,1125.7864684999804,1125.7861911666444,1136.0241367999988,1135.8176475999935,1135.8177825999737,[],1135.902292099985,1135.902330699988,None,1135.9023715999792,1135.902394899982,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,82,0,82,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,82,0,82,0,1136.0241367999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_03_sub_1.mp4,audios/clip_dampf_03_sub_1.mp3,audiovisual,1136.0187226999842,1136.4109437000006,1136.6109767999733,1136.6109767999733,1136.6109571666495,1144.4201706999738,1144.2393344999873,1144.2395106999902,[7.815823299984913],1144.324743199977,1144.3248250999895,None,1144.3248951999994,1144.3249241999874,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,83,0,83,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,83,0,83,0,1144.4201706999738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_28_sub_1.mp4,audios/silence.mp3,visual,1144.4138438999944,1144.84061069999,1145.0406828999985,1145.0244267999951,1145.0239939666683,1155.5692684999958,1146.2752021999913,1155.356330199982,[],1155.4439959999872,1155.444073999999,None,1155.4442164999782,1155.4442452999938,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
