instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,exp_pause_resp.stopped,exp_countdown.stopped,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,46,0,46,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,46,0,46,0,928.7147919999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/silence.mp3,visual,928.7091681999882,929.0986191999982,929.2993668999989,929.2993668999989,929.2979493666537,930.5510990999901,939.5295139999944,939.3306095000007,[7.650221000003512],939.4251947999874,939.4252363999985,None,939.4253198999941,939.4253562999947,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,47,0,47,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,47,0,47,0,939.5295139999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_08_sub_1.mp4,audios/silence.mp3,visual,939.5236416999978,939.9402005999873,940.1402503999998,940.1402503999998,940.1398886666614,941.3932340999891,950.3583213999955,950.1734234999894,[],950.2564951999957,950.256619199994,None,950.2566678000003,950.2566907,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,48,0,48,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,48,0,48,0,950.3583213999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_15_sub_1.mp4,audios/silence.mp3,visual,950.3525108999893,950.7583824999892,950.958326299995,950.958326299995,950.958405566653,952.1933063999895,961.6448486000008,961.4252826999873,[4.794303100003162],961.5163890999975,961.5164230999944,None,961.5164867999993,961.5165231999999,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,49,0,49,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,49,0,49,0,961.6448486000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_19_nosub_0.mp4,audios/clip_hund_19_nosub_0.mp3,audiovisual,961.6397815999953,962.026408699996,962.2262518999923,962.2262518999923,962.2262498666571,973.8095240999974,973.8095240999974,973.5939993999928,[],973.6917478999967,973.6918011999951,None,973.6918665999983,973.6918958999886,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,50,0,50,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,50,0,50,0,973.8095240999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_11_nosub_0.mp4,audios/clip_claude_11_nosub_0.mp3,audiovisual,973.8040061999927,974.1925763999898,974.3930179999879,974.3930179999879,974.3930136666643,984.4082546999998,984.62791499999,984.4084803999867,[],984.5053995999915,984.5054350999999,None,984.5054833999893,984.5055262999958,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,51,0,51,,,,,,,,,,,,,,,,,,,,,,1,None,4.660131600001478,None,,,,,,,,,,,51,0,51,0,984.62791499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_10_sub_0.mp4,audios/clip_herz_10_sub_0.mp3,audiovisual,984.6227745999931,985.0097031999903,985.2098373999906,985.2098373999906,985.2097892666536,995.2421608000004,995.3524767999916,995.2423393999925,[],995.3473590999929,1000.0274019999924,1,1000.0274497999926,1000.0274693999963,None,1,995.3524767999916,995.3524767999916,995.3524767999916,4.660131600001478,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,52,0,52,,,,,,,,,,,,,,,,,,,,,,1,None,2.3938392999989446,None,,,,,,,,,,,52,0,52,0,1000.13738439999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/silence.mp3,visual,1000.1310415999906,1000.5370721999934,1000.7385217999981,1000.7385217999981,1000.7386570666606,1001.9897643000004,1011.7813350999932,1011.6712693999871,[4.890859499995713],1011.7754914999969,1014.1858076999924,1,1014.1858727999934,1014.1858986999869,None,1,1011.7813350999932,1011.7813350999932,1011.7813350999932,2.3938392999989446,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,53,0,53,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,53,0,53,0,1014.3012342999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_18_nosub_0.mp4,audios/silence.mp3,visual,1014.2951541999937,1014.7010340999987,1014.9016889999912,1014.9016889999912,1014.9011218666603,1016.1547332999908,1025.1522617999872,1024.933629799998,[],1025.0470953999902,1025.0471281999926,None,1025.0471575999982,1025.0471779999934,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,54,0,54,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,54,0,54,0,1025.1522617999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_sub_1.mp4,audios/silence.mp3,visual,1025.146686299995,1025.551674599992,1025.7516100999928,1025.7516100999928,1025.7515018666638,1027.004563999988,1035.9620339999965,1035.784503899995,[7.836554299996351],1035.8593383999978,1035.8594197999919,None,1035.859464299996,1035.8594908999949,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,55,0,55,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,55,0,55,0,1035.9620339999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_27_nosub_1.mp4,audios/silence.mp3,visual,1035.95654259999,1036.3680228999874,1036.5687409999955,1036.5687409999955,1036.568340166665,1037.8210594999982,1046.783556999988,1046.5672223999863,[5.911457599999267],1046.6648616999883,1046.6649182999972,None,1046.6649553999887,1046.664972899991,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,56,0,56,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,56,0,56,0,1046.783556999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_17_sub_0.mp4,audios/clip_herz_17_sub_0.mp3,audiovisual,1046.7784160999872,1047.166477699997,1047.3673905999894,1047.3673905999894,1047.366912666654,,1055.788465199992,1055.5674528999953,[6.0087189999903785],1055.6627777999965,1055.6628248999914,None,1055.6628679999994,1055.6628950999875,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,57,0,57,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,57,0,57,0,1055.788465199992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/clip_wurst_25_sub_1.mp3,audiovisual,1055.7844811999967,1056.1637600999966,1056.3661747999868,1056.3661747999868,1056.3644897666566,1067.7888045,1067.7888045,1067.5816942999954,[],1067.6742070999899,1067.6742505000002,None,1067.674342399987,1067.674379499993,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,58,0,58,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,58,0,58,0,1067.7888045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_14_nosub_2.mp4,audios/silence.mp3,visual,1067.7829044999962,1068.174169299993,1068.3748798999877,1068.3748798999877,1068.3749373666544,1069.6270275999996,1078.510884599993,1078.274330699991,[6.078699099991354],1078.373491499995,1078.3735436999996,None,1078.3736123999988,1078.3736493999895,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,59,0,59,,,,,,,,,,,,,,,,,,,,,,2,space,3.3698607999976957,None,100.25190030000522,None,,,,,,,,,59,0,59,0,1078.510884599993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/clip_claude_24_sub_1.mp3,audiovisual,1078.5057890999888,1078.8771347999864,1079.0783758999896,1079.0783758999896,1079.0777519666628,,1085.3910427999945,1085.2800624999945,[6.487055699995835],1085.3842651999876,1088.7768145999871,2,1088.7768797999888,1189.0488900999917,space,1,1085.3910427999945,1085.3910427999945,1085.3910427999945,3.3698607999976957,None,1088.792470299988,1088.792470299988,1088.792470299988,100.25190030000522,None,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,60,0,60,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,60,0,60,0,1189.1645834999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/silence.mp3,visual,1189.1581869999936,1189.564114599998,1189.7645780999883,1189.7479655999923,1189.7479667666669,1190.9999436999933,1201.9792052999983,1201.7671278999915,[],1201.8598500999942,1201.8598884999956,None,1201.8599389999872,1201.8599662999914,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,61,0,61,,,,,,,,,,,,,,,,,,,,,,3,None,7.359350899991114,None,,,,,,,,,,,61,0,61,0,1201.9792052999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_21_nosub_2.mp4,audios/clip_lied_21_nosub_2.mp3,audiovisual,1201.9748099999997,1202.3628181999957,1202.5634748999873,1202.5634748999873,1202.5630472666564,1214.0809331999917,1214.1885652999918,1214.081105099991,"[5.62365470000077, 11.563919199994416]",1214.1819667999953,1221.5510559999966,3,1221.551109299995,1221.5511321999948,None,3,1214.1885652999918,1214.1885652999918,1214.1885652999918,7.359350899991114,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,62,0,62,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,62,0,62,0,1221.6815604000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_36_sub_0.mp4,audios/clip_wurst_36_sub_0.mp3,audiovisual,1221.6773302999936,1222.051561299988,1222.2521227999969,1222.2521227999969,1222.2521728666654,1232.3207464000006,1232.3207464000006,1232.1177129999996,[],1232.2189451999875,1232.2189788999967,None,1232.219008199987,1232.219024399994,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,63,0,63,,,,,,,,,,,,,,,,,,,,,,4,None,7.891396300008637,None,,,,,,,,,,,63,0,63,0,1232.3207464000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_07_sub_0.mp4,audios/silence.mp3,visual,1232.3151415999891,1232.7267074999982,1232.9270345999976,1232.9270345999976,1232.927003466659,1234.1791938999959,1243.0574223999865,1242.9594698,[],1243.0506989999994,1250.9641499999998,4,1250.9641972999962,1250.9642170999869,None,4,1243.0574223999865,1243.0574223999865,1243.0574223999865,7.891396300008637,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,64,0,64,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,64,0,64,0,1251.0920692999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/clip_holo_16_sub_1.mp3,audiovisual,1251.0857494999946,1251.4644633999997,1251.6646332999953,1251.6646332999953,1251.6643753666615,1263.891233199989,1263.891233199989,1263.6842250999907,[10.743248700004187],1263.7850168999867,1263.785049099999,None,1263.78507849999,1263.7850951,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,65,0,65,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,65,0,65,0,1263.891233199989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_22_nosub_1.mp4,audios/silence.mp3,visual,1263.885625099996,1264.2923352999933,1264.4927069999976,1264.4927069999976,1264.4925651666601,1265.7448019999865,1275.2125996999966,1275.00965729999,[6.828367800000706],1275.0972103999957,1275.0972792999964,None,1275.0973953999928,1275.0974168999965,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,66,0,66,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,66,0,66,0,1275.2125996999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/clip_hund_12_sub_1.mp3,audiovisual,1275.2081669999898,1275.6015787999931,1275.8027177999902,1275.8027177999902,1275.8028507666643,1287.0194438999897,1287.2550689999916,1287.0196647999983,[10.51780630000576],1287.1087039999984,1287.1087531999947,None,1287.1088066999946,1287.1088299999974,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,67,0,67,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,67,0,67,0,1287.2550689999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_04_nosub_0.mp4,audios/clip_lied_04_nosub_0.mp3,audiovisual,1287.2509842,1287.6226727999892,1287.823690499994,1287.823690499994,1287.8229836666617,,1299.0074351999938,1298.8078263999923,[],1298.8993088999996,1298.8993530000007,None,1298.8994396999915,1298.8994833999895,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,68,0,68,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,68,0,68,0,1299.0074351999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_01_sub_1.mp4,audios/silence.mp3,visual,1299.0016344999894,1299.40055939999,1299.5999048999947,1299.5999048999947,1299.599604666659,1300.8527386999922,1310.4050221999933,1310.2000184999924,[6.750237600004766],1310.2850151999883,1310.2850758999994,None,1310.2851241999888,1310.2851415999903,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,69,0,69,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,69,0,69,0,1310.4050221999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_22_nosub_0.mp4,audios/clip_wurst_22_nosub_0.mp3,audiovisual,1310.3998282999964,1310.7922346999985,1310.9926377999946,1310.9926377999946,1310.9925313666647,1322.8965259999968,1322.8965259999968,1322.6971606000006,[],1322.7804735999962,1322.7805626999907,None,1322.780611899987,1322.7806370999897,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,70,0,70,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,70,0,70,0,1322.8965259999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_04_nosub_2.mp4,audios/clip_claude_04_nosub_2.mp3,audiovisual,1322.8914259999874,1323.2865643999976,1323.4887936999876,1323.4887936999876,1323.487427766657,1332.5181804999884,1332.6983929999988,1332.5184749999898,[9.139946100011002],1332.608713499998,1332.6087943999883,None,1332.6088465999928,1332.6088689999888,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,71,0,71,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,71,0,71,0,1332.6983929999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/silence.mp3,visual,1332.6926112999936,1333.1185699999915,1333.321510499998,1333.321510499998,1333.3187895666672,1334.5707894999941,1343.1771114999865,1342.9505121999973,[],1343.0438282999967,1343.0438823999866,None,1343.0439326999913,1343.0439610999892,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,72,0,72,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,72,0,72,0,1343.1771114999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/clip_hund_30_sub_0.mp3,audiovisual,1343.1728434999968,1343.5518618999922,1343.7522578999924,1343.7522578999924,1343.752273166658,1355.991480599987,1355.991480599987,1355.7708581999905,[],1355.8615304999985,1355.8615740999958,None,1355.861611299988,1355.8616354999976,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,73,0,73,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,73,0,73,0,1355.991480599987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_14_sub_0.mp4,audios/clip_holo_14_sub_0.mp3,audiovisual,1355.9875064999942,1356.3712773000007,1356.5719294999872,1356.5719294999872,1356.5717142666583,1366.6047672999994,1366.8453077999875,1366.6049948,[],1366.7198490999872,1366.7199139999866,None,1366.7200277999946,1366.7200981999922,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,74,0,74,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,74,0,74,0,1366.8453077999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_03_sub_1.mp4,audios/clip_hund_03_sub_1.mp3,audiovisual,1366.840007699997,1367.2281460999948,1367.4298456999968,1367.4298456999968,1367.4289889666582,,1379.5448438999883,1379.3265534999955,[7.223455600003945],1379.4177414000005,1379.417812899992,None,1379.4178537999978,1379.4178736999893,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,75,0,75,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,75,0,75,0,1379.5448438999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_18_sub_0.mp4,audios/clip_holo_18_sub_0.mp3,audiovisual,1379.539569399989,1379.931502099993,1380.1322731999971,1380.1322731999971,1380.131758866661,1392.2289300999983,1392.2289300999983,1391.9836773999996,[6.961597100002109],1392.0886291999923,1392.0886819000007,None,1392.0887517999945,1392.0887954999926,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,76,0,76,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,76,0,76,0,1392.2289300999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/clip_hund_13_nosub_1.mp3,audiovisual,1392.2234110999998,1392.5933151999925,1392.7948797999998,1392.7948797999998,1392.7931956666619,1404.5619191000005,1404.7714915999968,1404.562120699993,[6.429062000010163],1404.6611102999886,1404.6611483999877,None,1404.6611885999882,1404.6612056999875,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,77,0,77,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,77,0,77,0,1404.7714915999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/silence.mp3,visual,1404.765758499998,1405.1711179999984,1405.372160999992,1405.372160999992,1405.371798466662,1406.6235066999943,1418.1591317999992,1417.9265553999867,[4.255124799994519],1418.0272358999937,1418.0272903999867,None,1418.027339799999,1418.0273655999918,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,78,0,78,,,,,,,,,,,,,,,,,,,,,,1,None,5.308651800005464,None,,,,,,,,,,,78,0,78,0,1418.1591317999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_04_nosub_1.mp4,audios/clip_dampf_04_nosub_1.mp3,audiovisual,1418.1536158999952,1418.5272472999932,1418.7441569999937,1418.7441569999937,1418.742479666664,1428.3574458999938,1428.4624640999973,1428.3576524999953,[5.413207400008105],1428.4571021999873,1433.7749889999977,1,1433.7750510999904,1433.7750779999915,None,1,1428.4624640999973,1428.4624640999973,1428.4624640999973,5.308651800005464,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,79,0,79,,,,,,,,,,,,,,,,,,,,,,2,None,3.907662799989339,None,,,,,,,,,,,79,0,79,0,1433.8872733999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_05_nosub_0.mp4,audios/silence.mp3,visual,1433.8810243999906,1434.2866798999894,1434.4876151999924,1434.4876151999924,1434.4873642666537,1435.7404338999913,1444.9005837000004,1444.7871654999908,"[6.551106599988998, 8.029051899997285]",1444.8950525999971,1448.824033699988,2,1448.8240911999892,1448.8241141999897,None,2,1444.9005837000004,1444.9005837000004,1444.9005837000004,3.907662799989339,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,80,0,80,,,,,,,,,,,,,,,,,,,,,,2,None,3.4167236000066623,None,,,,,,,,,,,80,0,80,0,1448.954398499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_sub_1.mp4,audios/clip_lied_09_sub_1.mp3,audiovisual,1448.949765799989,1449.3244851999916,1449.5249707999901,1449.5249707999901,1449.52473436666,1459.9581330999936,1460.0598723000003,1459.9582688999944,[],1460.0533237999916,1463.4883864000003,2,1463.4884352999943,1463.4884557999903,None,2,1460.0598723000003,1460.0598723000003,1460.0598723000003,3.4167236000066623,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,81,0,81,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,81,0,81,0,1463.5847156999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_12_nosub_0.mp4,audios/silence.mp3,visual,1463.5786621999869,1463.9972481000004,1464.19758919999,1464.19758919999,1464.1974085666627,1465.4497178999882,1473.4916437999927,1473.2961164000008,[5.920427599994582],1473.3876350999926,1473.3876691999903,None,1473.3876981999929,1473.3877150999906,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
