instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,46,0,46,,,,,,,,,,,,,,,,,,,,,,1,4.626465100000132,None,None,,,,,,,,,,,46,0,46,0,754.0956837000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/silence.mp3,visual,754.0931857000005,754.4969359000006,754.6979544000005,754.6979544000005,754.6974635666668,755.949055,766.2583255,766.1483573000005,[],2,766.2543665000003,766.2583255,766.2583255,766.2583255,770.9007184000002,1,4.626465100000132,None,770.9007889000004,770.9008226000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,47,0,47,,,,,,,,,,,,,,,,,,,,,,2,2.3554573000001255,None,None,,,,,,,,,,,47,0,47,0,771.0186237000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_nosub_2.mp4,audios/clip_lied_16_nosub_2.mp3,audiovisual,771.0144266000007,771.4006425000007,771.6009950000007,771.6009950000007,771.6010399666668,,782.3101375000006,782.2051331000002,[6.99252929999966],2,782.3063538000006,782.3101375000006,782.3101375000006,782.3101375000006,784.6824618999999,2,2.3554573000001255,None,784.6825266000005,784.6825524000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,48,0,48,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,48,0,48,0,784.8165206000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_08_sub_1.mp4,audios/clip_hund_08_sub_1.mp3,audiovisual,784.8127741000008,785.1845098000003,785.3855039,785.3855039,785.3855421666669,795.4168746000005,795.6319970000004,795.4170360000007,[],,795.5303628000001,,,,795.5304051000003,None,,,795.5304467000005,795.5304663000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,49,0,49,,,,,,,,,,,,,,,,,,,,,,4,2.763022500000261,None,None,,,,,,,,,,,49,0,49,0,795.6319970000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_03_nosub_1.mp4,audios/silence.mp3,visual,795.6279231000008,796.0333931000005,796.2342685000003,796.2342685000003,796.233687666667,797.4869229000005,808.2446576000002,808.1531760000007,[4.181865800000196],4,808.2409972000005,808.2446576000002,808.2446576000002,808.2446576000002,811.0151629000002,4,2.763022500000261,None,811.0152132000003,811.0152321000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,50,0,50,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,50,0,50,0,811.1213716000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_34_sub_2.mp4,audios/clip_wurst_34_sub_2.mp3,audiovisual,811.1180191000003,811.5239881000007,811.7246380000006,811.7246380000006,811.7244260666669,820.2547814,820.4744380000002,820.2549477000002,"[4.06589829999939, 7.4664222999999765]",,820.3424232000007,,,,820.3424642,None,,,820.3425002000004,820.3425210000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,51,0,51,,,,,,,,,,,,,,,,,,,,,,3,3.243623999999727,None,None,,,,,,,,,,,51,0,51,0,820.4744380000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_18_nosub_0.mp4,audios/clip_wurst_18_nosub_0.mp3,audiovisual,820.4711104000007,820.8554509000005,821.0561471999999,821.0561471999999,821.0556623666673,831.0883271000002,831.1871347000006,831.0885410000001,[],3,831.183376,831.1871347000006,831.1871347000006,831.1871347000006,834.4352779999999,3,3.243623999999727,None,834.4353357,834.4353615,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,52,0,52,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,52,0,52,0,834.5359422000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_28_nosub_1.mp4,audios/silence.mp3,visual,834.5311505,834.9440838,835.1453992000006,835.1453992000006,835.1445836666674,836.3961386999999,845.4233939000005,845.2273261,"[4.133476999999402, 6.876391499999954]",,845.3162515000004,,,,845.3162821000005,None,,,845.3163088000001,845.3163236999999,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,53,0,53,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,53,0,53,0,845.4233939000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_06_nosub_2.mp4,audios/clip_herz_06_nosub_2.mp3,audiovisual,845.4200826000006,845.8195880000003,846.0198840000003,846.0198840000003,846.0192949666673,856.6024262000001,856.7799193999999,856.6026139000005,"[4.769579200000408, 8.174568300000828]",,856.6796434000007,,,,856.6796792000005,None,,,856.6797153000007,856.6797350000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,54,0,54,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,54,0,54,0,856.7799193999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_21_sub_0.mp4,audios/silence.mp3,visual,856.7774078000002,857.1865752000003,857.3889632,857.3889632,857.387049066667,858.6390135000001,868.1163602000006,867.9042011000001,[],,868.0006927000004,,,,868.0007540000006,None,,,868.0008089000003,868.0008356000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,55,0,55,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,55,0,55,0,868.1163602000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_20_sub_2.mp4,audios/clip_lied_20_sub_2.mp3,audiovisual,868.1130954,868.5008717999999,868.7013896000008,868.7013896000008,868.7012542666673,,879.5800195000002,879.3856904000004,"[3.836534400000346, 8.903405900000507]",,879.4780159000002,,,,879.4781078000005,None,,,879.4781639000003,879.4781898000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,56,0,56,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,56,0,56,0,879.5800195000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_18_nosub_0.mp4,audios/silence.mp3,visual,879.5756078000004,879.9771255000005,880.1778890000005,880.1778890000005,880.1776979666668,881.4293787000006,889.4039266,889.2082619000003,[],,889.3012470000003,,,,889.3012856000005,None,,,889.3013231000004,889.3013434000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,57,0,57,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,57,0,57,0,889.4039266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_08_sub_0.mp4,audios/silence.mp3,visual,889.4012591000001,889.8006625000007,890.0012137000003,890.0012137000003,890.0009037666671,891.2531262000002,902.2006197000001,902.0205098000006,"[5.390439500000866, 10.402302700000291]",,902.1096935000005,,,,902.1097358000006,None,,,902.1097792999999,902.1098037000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,58,0,58,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,58,0,58,0,902.2006197000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_11_nosub_0.mp4,audios/silence.mp3,visual,902.1953463,902.6206917,902.8215847000001,902.8215847000001,902.8214102666673,904.0744236,912.3083991000003,912.1192695,[4.894265299999461],,912.2009852000001,,,,912.2010183000002,None,,,912.2010556000005,912.2010740000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,59,0,59,,,,,,,,,,,,,,,,,,,,,,None,,,space,3.138859400000001,None,,,,,,,,,59,0,59,0,912.3083991000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_17_sub_1.mp4,audios/clip_hund_17_sub_1.mp3,audiovisual,912.3050210000001,912.7096142,912.9109939,912.9109939,912.9108765666672,,925.2934676000004,925.1957623000008,[10.310730199999853],,925.2874308,,,,925.2874780000002,None,,,925.2875129000004,928.4433330000002,space,925.2934676000004,925.2934676000004,925.2934676000004,3.138859400000001,None,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,60,0,60,,,,,,,,,,,,,,,,,,,,,,4,5.470446600000287,None,None,,,,,,,,,,,60,0,60,0,928.5639700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_14_sub_0.mp4,audios/clip_holo_14_sub_0.mp3,audiovisual,928.5596421,928.9447518000006,929.1446715000002,929.1446715000002,929.1442279666674,939.1764697000008,939.2760351000006,939.1766465999999,[],4,939.2725235000007,939.2760351000006,939.2760351000006,939.2760351000006,944.7600380000003,4,5.470446600000287,None,944.7601056000003,944.7601416000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,61,0,61,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,61,0,61,0,944.8516694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_31_nosub_1.mp4,audios/silence.mp3,visual,944.8481813000008,945.2689203,945.4699281000003,945.4699281000003,945.4694930666667,946.7208596,956.6752759000001,956.5032713999999,[],,956.5847512999999,,,,956.5847839000007,None,,,956.5848162000002,956.5848304000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,62,0,62,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,62,0,62,0,956.6752759000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_26_nosub_1.mp4,audios/silence.mp3,visual,956.6715842000003,957.0868037,957.2877701000007,957.2877701000007,957.2871040666671,958.5397198999999,969.4748570000002,969.3066206000003,[10.105534000000262],,969.3803620000008,,,,969.3803987000001,None,,,969.3804419000007,969.3804864000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,63,0,63,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,63,0,63,0,969.4748570000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_12_sub_0.mp4,audios/clip_wurst_12_sub_0.mp3,audiovisual,969.4710995000005,969.8904449000001,970.0909412000001,970.0909412000001,970.0908746666667,978.7215482000001,978.9113159000008,978.7217834000003,[],,978.8038743000006,,,,978.8039389000005,None,,,978.8039856000005,978.8040096000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,64,0,64,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,64,0,64,0,978.9113159000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_07_sub_1.mp4,audios/silence.mp3,visual,978.908794,979.3130226000003,979.513715,979.513715,979.5134666666665,980.7653586000006,989.4448240000002,989.2459978000006,[3.8853652999996484],,989.3378075999999,,,,989.3378708,None,,,989.3379124000003,989.3379311000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,65,0,65,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,65,0,65,0,989.4448240000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_15_sub_0.mp4,audios/clip_holo_15_sub_0.mp3,audiovisual,989.4406542000006,989.8376533,990.0380798000006,990.0380798000006,990.0378613666674,999.4276482000005,999.4276482000005,999.2443728000007,[6.765797199999724],,999.3269934,,,,999.3270314000001,None,,,999.3270886,999.3271347,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,66,0,66,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,66,0,66,0,999.4276482000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_05_sub_0.mp4,audios/silence.mp3,visual,999.4232875000007,999.8284555,1000.0291239000007,1000.0291239000007,1000.0291052666673,1001.2804247000004,1008.9383330999999,1008.7261377000004,[],,1008.8183008000005,,,,1008.8183791000001,None,,,1008.8184293000004,1008.8184485000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,67,0,67,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,67,0,67,0,1008.9383330999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_11_sub_0.mp4,audios/clip_claude_11_sub_0.mp3,audiovisual,1008.9345079000004,1009.322725,1009.5230992000006,1009.5230992000006,1009.522882866667,1019.5561407000005,1019.7265749000007,1019.5563281000004,[],,1019.6304047000003,,,,1019.6304405999999,None,,,1019.6305154000001,1019.6305399000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,68,0,68,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,68,0,68,0,1019.7265749000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/silence.mp3,visual,1019.7216647000005,1020.1393597000006,1020.3399053000003,1020.3399053000003,1020.3396944666667,1021.5918657000002,1029.5584908,1029.3707314000003,[],,1029.4584059,,,,1029.4584402,None,,,1029.4585000000006,1029.4585443000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,69,0,69,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,69,0,69,0,1029.5584908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/silence.mp3,visual,1029.5548478,1029.9597402,1030.1604004,1030.1604004,1030.1604412666668,1031.4123762,1041.2690848000002,1041.0781020000004,[4.504364899999928],,1041.1632257,,,,1041.1632996000008,None,,,1041.1633454000003,1041.1633628,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,70,0,70,,,,,,,,,,,,,,,,,,,,,,3,3.6838879999995697,None,None,,,,,,,,,,,70,0,70,0,1041.2690848000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_15_nosub_1.mp4,audios/silence.mp3,visual,1041.2638513000002,1041.6692908000005,1041.8706369000001,1041.8706369000001,1041.869956366667,1043.1215858000005,1052.4183003000007,1052.3195079000006,"[1.5845241999995778, 4.948466099999678]",3,1052.4148234000004,1052.4183003000007,1052.4183003000007,1052.4183003000007,1056.1178985000006,3,3.6838879999995697,None,1056.1179583000003,1056.1179834000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,71,0,71,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,71,0,71,0,1056.2190564000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_11_nosub_2.mp4,audios/silence.mp3,visual,1056.2152130000004,1056.6267877,1056.8267406000004,1056.8267406000004,1056.8263188666672,1058.0788106,1066.6712443000006,1066.4747804000008,"[5.4764111999993474, 8.917960799999491]",,1066.5736773000008,,,,1066.5737083000004,None,,,1066.5737355,1066.5737535000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,72,0,72,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,72,0,72,0,1066.6712443000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_22_nosub_2.mp4,audios/silence.mp3,visual,1066.6651920000004,1067.0845361000002,1067.2854868000004,1067.2854868000004,1067.2849498666667,1068.5361157000007,1078.2607673000002,1078.0355150000005,[7.97344720000001],,1078.1243057000001,,,,1078.1243412000003,None,,,1078.1243778000007,1078.1243979,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,73,0,73,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,73,0,73,0,1078.2607673000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_07_nosub_2.mp4,audios/clip_herz_07_nosub_2.mp3,audiovisual,1078.2570083,1078.6356474000004,1078.8366080000005,1078.8366080000005,1078.8360767666666,1091.0387276000001,1091.0387276000001,1090.8552611000005,"[4.305489499999567, 10.78813319999972]",,1090.9373217000002,,,,1090.9373662000007,None,,,1090.9374276000008,1090.9374630000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,74,0,74,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,74,0,74,0,1091.0387276000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_04_sub_2.mp4,audios/clip_holo_04_sub_2.mp3,audiovisual,1091.0352122000004,1091.4400876,1091.6422009000007,1091.6422009000007,1091.6402832666674,1103.6587600000003,1103.8349966000005,1103.6589151000007,"[3.149591800000053, 7.270028800000546]",,1103.7394453000006,,,,1103.739512,None,,,1103.7396126000003,1103.7396417,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,75,0,75,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,75,0,75,0,1103.8349966000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_27_sub_1.mp4,audios/silence.mp3,visual,1103.8317352000004,1104.2432865,1104.4449608000004,1104.4449608000004,1104.4435069666672,1105.6953510000003,1114.8566945000002,1114.6604145000001,[4.5695488999999725],,1114.7617072000003,,,,1114.7617451000006,None,,,1114.7617853000002,1114.761805,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,76,0,76,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,76,0,76,0,1114.8566945000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_36_sub_2.mp4,audios/silence.mp3,visual,1114.8535954,1115.2690860000002,1115.4701761000006,1115.4701761000006,1115.4696896666667,1116.7214810000005,1124.8456558000007,1124.6345105999999,[5.798467900000105],,1124.7279186000005,,,,1124.7279549000004,None,,,1124.7280036000002,1124.7280463000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,77,0,77,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,77,0,77,0,1124.8456558000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_25_sub_0.mp4,audios/clip_claude_25_sub_0.mp3,audiovisual,1124.8418359000007,1125.2303328000007,1125.4302842000006,1125.4302842000006,1125.429981266667,,1135.8048141,1135.6132975,[],,1135.7063757000005,,,,1135.7064222,None,,,1135.7064539000003,1135.7064779000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,78,0,78,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,78,0,78,0,1135.8048141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_05_nosub_2.mp4,audios/silence.mp3,visual,1135.8008367000002,1136.2220791,1136.4231747000003,1136.4231747000003,1136.4221591666667,1137.6739889,1145.7557373,1145.5545831,[7.067601300000206],,1145.6422594000005,,,,1145.6423213000007,None,,,1145.6423717000007,1145.6423887,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,79,0,79,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,79,0,79,0,1145.7557373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_17_nosub_0.mp4,audios/clip_herz_17_nosub_0.mp3,audiovisual,1145.7522972000006,1146.1461422000002,1146.3460475000002,1146.3460475000002,1146.3457996666668,1154.7526524000004,1154.7526524000004,1154.5586746,[5.951984599999378],,1154.6417543000007,,,,1154.6418267,None,,,1154.6418773000005,1154.6419032000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,80,0,80,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,80,0,80,0,1154.7526524000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_07_sub_0.mp4,audios/clip_wurst_07_sub_0.mp3,audiovisual,1154.7487752000006,1155.1514207,1155.3535255000006,1155.3535255000006,1155.3515321666666,1165.3836427000006,1165.5985945000002,1165.3838421,[],,1165.4705738000002,,,,1165.4706292,None,,,1165.4706702000003,1165.4706926,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,81,0,81,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,81,0,81,0,1165.5985945000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_10_nosub_0.mp4,audios/clip_hund_10_nosub_0.mp3,audiovisual,1165.5951940000004,1165.9838451000005,1166.1839170000003,1166.1839170000003,1166.183881766667,1175.7156743000005,1175.9195632,1175.7158622000006,[8.260260600000038],,1175.8163613000006,,,,1175.8164569,None,,,1175.8165206000003,1175.8165461000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,82,0,82,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,82,0,82,0,1175.9195632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/clip_holo_01_nosub_1.mp3,audiovisual,1175.9157324000007,1176.3245544000001,1176.5264373,1176.5264373,1176.5246057666666,,1185.9509470000003,1185.7259988000005,[4.2686989999992875],,1185.8211909000001,,,,1185.8212284,None,,,1185.8212645000003,1185.8213021000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
