instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,practice_clip.stopped,Practice_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,prac_sound.stopped,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_clip.started,exp_sound.started,exp_fixation_cross.stopped,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,128,128,0,,,,clip_holo_14_nosub_0,clips/clip_holo_14_nosub_0.mp4,audios/clip_holo_14_nosub_0.mp3,holo,nosub,0,14,NA,NA,10000,Welche Farbe tragen beide Männer?,weiß,rot,grün,schwarz,,,,4,None,2.765093900001375,None,,,,,,,,,,,0,128,128,128,2061.4302974999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_11_sub_1.mp4,audios/clip_hund_11_sub_1.mp3,audiovisual,2061.4249053999956,2061.8138585000124,2062.0135805000027,2062.013457666679,2062.0135805000027,2071.7284983000136,2071.837592900003,2071.728707900009,[6.306440000014845],2071.83381489999,2074.609725599992,4,2074.6097975999874,2074.609826800006,None,4,2071.837592900003,2071.837592900003,2071.837592900003,2.765093900001375,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,129,129,0,,,,clip_holo_14_sub_0,clips/clip_holo_14_sub_0.mp4,audios/clip_holo_14_sub_0.mp3,holo,sub,0,14,NA,NA,10000,Welche Farbe tragen beide Männer?,weiß,rot,grün,schwarz,,,,None,None,,,,,,,,,,,,,0,129,129,129,2074.7324728000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/clip_claude_21_nosub_1.mp3,audiovisual,2074.726880400005,2075.110736500006,2075.311327500007,2075.3111601666646,2075.311327500007,2087.5803857000137,2087.7807399999874,2087.5805262000067,[9.729060399986338],2087.6669889999903,2087.667020599998,None,2087.6670505999937,2087.6670654999907,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,130,130,0,,,,clip_holo_15_nosub_0,clips/clip_holo_15_nosub_0.mp4,audios/clip_holo_15_nosub_0.mp3,holo,nosub,1,15,4960.0,NA,9180,Wo küssen sich die beiden Personen?,zwischen Kleiderstangen,in einem Heuhaufen,im Auto,im Regen,,,,None,None,,,,,,,,,,,,,0,130,130,130,2087.7807399999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_15_nosub_2.mp4,audios/clip_lied_15_nosub_2.mp3,audiovisual,2087.775374699995,2088.172034499992,2088.372662700014,2088.373982466674,2088.372662700014,,2095.9176260000095,2095.7008914999897,"[3.4516646999982186, 7.182823999988614]",2095.7972690000024,2095.797301899991,None,2095.797334600007,2095.7973510999873,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,131,131,0,,,,clip_holo_15_sub_0,clips/clip_holo_15_sub_0.mp4,audios/clip_holo_15_sub_0.mp3,holo,sub,1,15,5000.0,NA,9167,Wo küssen sich die beiden Personen?,zwischen Kleiderstangen,in einem Heuhaufen,im Auto,im Regen,,,,4,None,6.830360099993413,None,,,,,,,,,,,0,131,131,131,2095.9176260000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/clip_hund_30_sub_0.mp3,audiovisual,2095.9119947,2096.3009644999984,2096.501646699995,2096.5012686666782,2096.501646699995,2108.625141800003,2108.625141800003,2108.519720899989,[],2108.6195380999998,2115.4729795999883,4,2115.4730496999982,2115.4730774000054,None,4,2108.625141800003,2108.625141800003,2108.625141800003,6.830360099993413,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,132,132,0,,,,clip_holo_16_nosub_1,clips/clip_holo_16_nosub_1.mp4,audios/clip_holo_16_nosub_1.mp3,holo,nosub,1,16,9100.0,NA,12000,Wie wirkt der Mann?,er ist frustriert,er ist völlig ruhig,er ist euphorisch,er ist ängstlich,,,,None,None,,,,,,,,,,,,,0,132,132,132,2115.575377400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_36_nosub_0.mp4,audios/silence.mp3,visual,2115.5689375000075,2115.9811961000087,2116.183423700015,2116.1817875666643,2116.183423700015,2117.4337652999966,2126.219600200013,2126.04773369999,[],2126.1274163000053,2126.1274459999986,None,2126.127474800014,2126.127490599989,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,133,133,0,,,,clip_holo_16_sub_1,clips/clip_holo_16_sub_1.mp4,audios/clip_holo_16_sub_1.mp3,holo,sub,1,16,9166.0,NA,12000,Wie wirkt der Mann?,er ist frustriert,er ist völlig ruhig,er ist euphorisch,er ist ängstlich,,,,None,None,,,,,,,,,,,,,0,133,133,133,2126.219600200013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_07_sub_1.mp4,audios/clip_hund_07_sub_1.mp3,audiovisual,2126.214025299996,2126.631012900005,2126.8322778000147,2126.8313349666755,2126.8322778000147,2138.632924500009,2138.632924500009,2138.4497528999927,[6.436649100010982],2138.545398599992,2138.545443799987,None,2138.5454866999935,2138.5455090999894,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,134,134,0,,,,clip_holo_17_nosub_0,clips/clip_holo_17_nosub_0.mp4,audios/clip_holo_17_nosub_0.mp3,holo,nosub,0,17,NA,NA,9800,In was für einem Auto sitzen die Männer?,in einem Sportwagen,in einer Klapperkiste,in einem Van,in einem Bus,,,,None,None,,,,,,,,,,,,,0,134,134,134,2138.632924500009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/silence.mp3,visual,2138.6281974999874,2139.051256800012,2139.25158489999,2139.251376966659,2139.25158489999,2140.502729,2149.508398200007,2149.2836566999904,"[4.928204199997708, 6.78872229999979]",2149.3748045999964,2149.3748743000033,None,2149.3749369000143,2149.374968899996,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,135,135,0,,,,clip_holo_17_sub_0,clips/clip_holo_17_sub_0.mp4,audios/clip_holo_17_sub_0.mp3,holo,sub,0,17,NA,NA,9800,In was für einem Auto sitzen die Männer?,in einem Sportwagen,in einer Klapperkiste,in einem Van,in einem Bus,,,,None,None,,,,,,,,,,,,,0,135,135,135,2149.508398200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_16_sub_0.mp4,audios/clip_weißt_16_sub_0.mp3,audiovisual,2149.504153099988,2149.884635800001,2150.0850404000084,2150.084788266661,2150.0850404000084,2160.6180863000045,2160.8184003999922,2160.6182449999906,[],2160.719578599994,2160.719656800007,None,2160.7197087999957,2160.719726100011,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,136,136,0,,,,clip_holo_18_nosub_0,clips/clip_holo_18_nosub_0.mp4,audios/clip_holo_18_nosub_0.mp3,holo,nosub,2,18,5200.0,7600.0,11840,Wo parken die Männer?,auf einer Baustelle,in einem Luxus-Resort,in einem Parkhaus,auf der Straße,,,,None,None,,,,,,,,,,,,,0,136,136,136,2160.8184003999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_14_nosub_0.mp4,audios/silence.mp3,visual,2160.812334199989,2161.227183400013,2161.427408699994,2161.4273256666825,2161.427408699994,2162.678841899993,2171.328651299991,2171.125480699993,[],2171.2120171000133,2171.2120507000072,None,2171.212084800005,2171.212101400015,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,137,137,0,,,,clip_holo_18_sub_0,clips/clip_holo_18_sub_0.mp4,audios/clip_holo_18_sub_0.mp3,holo,sub,2,18,5266.0,7666.0,11833,Wo parken die Männer?,auf einer Baustelle,in einem Luxus-Resort,in einem Parkhaus,auf der Straße,,,,None,None,,,,,,,,,,,,,0,137,137,137,2171.328651299991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_27_nosub_1.mp4,audios/clip_holo_27_nosub_1.mp3,audiovisual,2171.3235488999926,2171.7179665000003,2171.918543500011,2171.9182451666607,2171.918543500011,2182.1247008999926,2182.1247008999926,2181.9175675000006,[5.321672199992463],2182.0122119000007,2182.012255300011,None,2182.012290599989,2182.012306599994,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,138,138,0,,,,clip_holo_19_nosub_1,clips/clip_holo_19_nosub_1.mp4,audios/clip_holo_19_nosub_1.mp3,holo,nosub,1,19,5320.0,NA,10000,Welche Farbe haben die Anzüge nicht?,gelb,weiß,dunkelblau,schwarz,,,,4,None,4.266915899992455,None,,,,,,,,,,,0,138,138,138,2182.1247008999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_21_nosub_1.mp4,audios/clip_hund_21_nosub_1.mp3,audiovisual,2182.1187581999984,2182.526712299994,2182.727728400001,2182.7270294666564,2182.727728400001,2192.759996000008,2192.8665332999954,2192.7601993000135,[6.284837200015318],2192.8622152000025,2197.1416204000125,4,2197.1416912999994,2197.1417165999883,None,4,2192.8665332999954,2192.8665332999954,2192.8665332999954,4.266915899992455,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,139,139,0,,,,clip_holo_19_sub_1,clips/clip_holo_19_sub_1.mp4,audios/clip_holo_19_sub_1.mp3,holo,sub,1,19,5366.0,NA,10000,Welche Farbe haben die Anzüge nicht?,gelb,weiß,dunkelblau,schwarz,,,,None,None,,,,,,,,,,,,,0,139,139,139,2197.23908259999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_16_sub_0.mp4,audios/silence.mp3,visual,2197.2325025000027,2197.6502232000057,2197.851573199994,2197.850442166677,2197.851573199994,2199.1033386999916,2207.0921351000143,2206.881464200007,[],2206.9704815000005,2206.9705129000067,None,2206.970550099999,2206.970573700004,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,140,140,0,,,,clip_holo_20_nosub_1,clips/clip_holo_20_nosub_1.mp4,audios/clip_holo_20_nosub_1.mp3,holo,nosub,1,20,400.0,NA,9400,Was bekommt der Mann gereicht?,ein Bier,einen Wein,ein Glas Wasser,eine Fanta,,,,3,None,2.702571799978614,None,,,,,,,,,,,0,140,140,140,2207.0921351000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_19_sub_0.mp4,audios/clip_claude_19_sub_0.mp3,audiovisual,2207.086575399997,2207.4753085999982,2207.676156900008,2207.675731366679,2207.676156900008,2218.0915907000017,2218.1973680999945,2218.0917648999894,[],2218.1915847999917,2220.9045715999964,3,2220.9046380000073,2220.904664300004,None,3,2218.1973680999945,2218.1973680999945,2218.1973680999945,2.702571799978614,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,141,141,0,,,,clip_holo_20_sub_1,clips/clip_holo_20_sub_1.mp4,audios/clip_holo_20_sub_1.mp3,holo,sub,1,20,466.0,NA,9400,Was bekommt der Mann gereicht?,ein Bier,einen Wein,ein Glas Wasser,eine Fanta,,,,None,None,,,,,,,,,,,,,0,141,141,141,2221.0016647999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_20_sub_2.mp4,audios/silence.mp3,visual,2220.9969836999953,2221.4145709000004,2221.6143393999955,2221.613979466671,2221.6143393999955,2222.8657116999966,2232.495128600014,2232.298409500014,"[4.26593039999716, 8.601710200018715]",2232.3932459999924,2232.3932829000114,None,2232.3933172000106,2232.3933356000052,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,142,142,0,,,,clip_holo_21_nosub_1,clips/clip_holo_21_nosub_1.mp4,audios/clip_holo_21_nosub_1.mp3,holo,nosub,1,21,3020.0,NA,10180,Wo steigt der Mann ins Auto?,in einer Wüste,an einem Busbahnhof,an einer Tankstelle,vor einem Hotel,,,,None,None,,,,,,,,,,,,,0,142,142,142,2232.495128600014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_12_nosub_0.mp4,audios/silence.mp3,visual,2232.4905414000095,2232.9062589000096,2233.108025399997,2233.106798266676,2233.108025399997,2234.358782700001,2241.9370824999933,2241.7382817000034,[],2241.8268086999888,2241.8268457000086,None,2241.8268951000064,2241.826927499991,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,143,143,0,,,,clip_holo_21_sub_1,clips/clip_holo_21_sub_1.mp4,audios/clip_holo_21_sub_1.mp3,holo,sub,1,21,3066.0,NA,10167,Wo steigt der Mann ins Auto?,in einer Wüste,an einem Busbahnhof,an einer Tankstelle,vor einem Hotel,,,,None,None,,,,,,,,,,,,,0,143,143,143,2241.9370824999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_17_sub_0.mp4,audios/clip_herz_17_sub_0.mp3,audiovisual,2241.932974299998,2242.3301383999933,2242.5310019000026,2242.5306276666565,2242.5310019000026,,2250.945750999992,2250.732914399996,[5.5752641999861225],2250.824316300015,2250.8243516999937,None,2250.824424899998,2250.8244516999985,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,144,144,0,,,,clip_holo_22_nosub_1,clips/clip_holo_22_nosub_1.mp4,audios/clip_holo_22_nosub_1.mp3,holo,nosub,1,22,8000.0,NA,9180,Was steht vorne im Auto?,ein Kamel,ein Elefant,ein Löwe,ein Stern,,,,None,None,,,,,,,,,,,,,0,144,144,144,2250.945750999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_08_sub_2.mp4,audios/clip_holo_08_sub_2.mp3,audiovisual,2250.9403389999934,2251.3274028000014,2251.527848400001,2251.5276450666756,2251.527848400001,,2262.5362314000085,2262.3105727999937,"[4.257875599985709, 9.407333899987862]",2262.423805700004,2262.4238598000084,None,2262.4239090000046,2262.423925400013,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,145,145,0,,,,clip_holo_22_sub_1,clips/clip_holo_22_sub_1.mp4,audios/clip_holo_22_sub_1.mp3,holo,sub,1,22,8066.0,NA,9167,Was steht vorne im Auto?,ein Kamel,ein Elefant,ein Löwe,ein Stern,,,,None,None,,,,,,,,,,,,,0,145,145,145,2262.5362314000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/clip_weißt_29_nosub_1.mp3,audiovisual,2262.5323579999967,2262.9279774999886,2263.1289178000006,2263.12855326667,2263.1289178000006,,2274.9484679999878,2274.7321400000073,[6.849003800016362],2274.828934799996,2274.8289715000137,None,2274.8290448999905,2274.8290747000137,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,146,146,0,,,,clip_holo_23_nosub_1,clips/clip_holo_23_nosub_1.mp4,audios/clip_holo_23_nosub_1.mp3,holo,nosub,0,23,NA,NA,10000,Was macht das Kamel?,es wälzt sich,es pinkelt,es frisst,es schläft,,,,None,None,,,,,,,,,,,,,0,146,146,146,2274.9484679999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_15_sub_0.mp4,audios/clip_claude_15_sub_0.mp3,audiovisual,2274.9425004000077,2275.3309096999874,2275.5311407000117,2275.531625166656,2275.5311407000117,2287.7372119000065,2287.7372119000065,2287.5508323000104,[],2287.640565000009,2287.6406410000054,None,2287.640693399997,2287.640715299989,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,147,147,0,,,,clip_holo_23_sub_1,clips/clip_holo_23_sub_1.mp4,audios/clip_holo_23_sub_1.mp3,holo,sub,0,23,NA,NA,10000,Was macht das Kamel?,es wälzt sich,es pinkelt,es frisst,es schläft,,,,None,None,,,,,,,,,,,,,0,147,147,147,2287.7372119000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_16_nosub_1.mp4,audios/silence.mp3,visual,2287.7314945000107,2288.15397829999,2288.3546485000115,2288.3542306666827,2288.3546485000115,2289.6060289999878,2299.75036060001,2299.555702200014,[8.832552000007126],2299.6470977000135,2299.64717869999,None,2299.6472323999915,2299.647267499997,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,148,148,0,,,,clip_holo_24_nosub_2,clips/clip_holo_24_nosub_2.mp4,audios/clip_holo_24_nosub_2.mp3,holo,nosub,2,24,5920.0,8560.0,9800,Welche Regung zeigen die Männer?,sie lachen,sie weinen,sie sind wütend,sie sind überrascht,,,,None,None,,,,,,,,,,,,,0,148,148,148,2299.75036060001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_26_nosub_2.mp4,audios/silence.mp3,visual,2299.7443257000123,2300.1477011000097,2300.3483243999945,2300.3478245666815,2300.3483243999945,2301.582958300016,2309.721907900006,2309.546673600009,"[6.128217299992684, 8.15573180001229]",2309.630456599989,2309.6305015000107,None,2309.6305757999944,2309.6306053000153,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,149,149,0,,,,clip_holo_24_sub_2,clips/clip_holo_24_sub_2.mp4,audios/clip_holo_24_sub_2.mp3,holo,sub,2,24,5966.0,8600.0,9800,Welche Regung zeigen die Männer?,sie lachen,sie weinen,sie sind wütend,sie sind überrascht,,,,None,None,,,,,,,,,,,,,0,149,149,149,2309.721907900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_28_nosub_1.mp4,audios/silence.mp3,visual,2309.715833299997,2310.129593999998,2310.3302262999932,2310.3300247666816,2310.3302262999932,2311.582125099987,2320.6195238000073,2320.413564699993,"[2.1012358000152744, 6.908920700021554]",2320.501985400013,2320.502031400014,None,2320.5020689000085,2320.502087700006,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,150,150,0,,,,clip_holo_26_nosub_2,clips/clip_holo_26_nosub_2.mp4,audios/clip_holo_26_nosub_2.mp3,holo,nosub,2,26,4920.0,6760.0,9180,Was macht der Arzt?,er setzt sich,er steht auf,er verlässt den Raum,er betritt den Raum,,,,None,None,,,,,,,,,,,,,0,150,150,150,2320.6195238000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_09_nosub_2.mp4,audios/clip_claude_09_nosub_2.mp3,audiovisual,2320.614209799998,2321.005077400012,2321.2062233999895,2321.205626366664,2321.2062233999895,2331.612163499987,2331.612163499987,2331.4215549000073,"[4.014906099997461, 8.865691999992123]",2331.5145029000123,2331.514534099988,None,2331.5145675000094,2331.514583500015,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,151,151,0,,,,clip_holo_26_sub_2,clips/clip_holo_26_sub_2.mp4,audios/clip_holo_26_sub_2.mp3,holo,sub,2,26,4966.0,6800.0,9167,Was macht der Arzt?,er setzt sich,er steht auf,er verlässt den Raum,er betritt den Raum,,,,None,None,,,,,,,,,,,,,0,151,151,151,2331.612163499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/silence.mp3,visual,2331.605951000005,2332.028587500012,2332.2289065000077,2332.228628366666,2332.2289065000077,2333.480833300011,2344.9743242000113,2344.781874200009,[4.017301899992162],2344.873788500001,2344.8738495,None,2344.8738865999912,2344.873904100008,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,152,152,0,,,,clip_holo_27_nosub_1,clips/clip_holo_27_nosub_1.mp4,audios/clip_holo_27_nosub_1.mp3,holo,nosub,1,27,4160.0,NA,9980,Welche Farbe trägt der Scheich?,weiß,schwarz,grün,blau,,,,None,None,,,,,,,,,,,,,0,152,152,152,2344.9743242000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/silence.mp3,visual,2344.9679408000084,2345.3736329000094,2345.5743074000056,2345.5740989666706,2345.5743074000056,2346.8261805000075,2357.0881142000144,2356.892666700005,[],2356.964718400006,2356.9647770000156,None,2356.9648376000114,2356.964860500011,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,153,153,0,,,,clip_holo_27_sub_1,clips/clip_holo_27_sub_1.mp4,audios/clip_holo_27_sub_1.mp3,holo,sub,1,27,4200.0,NA,9967,Welche Farbe trägt der Scheich?,weiß,schwarz,grün,blau,,,,4,None,3.147111300000688,None,,,,,,,,,,,0,153,153,153,2357.0881142000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_11_sub_0.mp4,audios/clip_wurst_11_sub_0.mp3,audiovisual,2357.082581800001,2357.468020100001,2357.668695900007,2357.6680217666767,2357.668695900007,2369.789606800012,2369.789606800012,2369.686679300008,[],2369.785975900013,2372.950303699996,4,2372.950355900015,2372.950374900014,None,4,2369.789606800012,2369.789606800012,2369.789606800012,3.147111300000688,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,154,154,0,,,,clip_holo_28_nosub_0,clips/clip_holo_28_nosub_0.mp4,audios/clip_holo_28_nosub_0.mp3,holo,nosub,0,28,NA,NA,8500,Wo steht das Haus?,am Meer,in den Bergen,im Wald,in der Stadt,,,,None,None,,,,,,,,,,,,,0,154,154,154,2373.072166099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_04_sub_2.mp4,audios/clip_holo_04_sub_2.mp3,audiovisual,2373.0661081,2373.451856300002,2373.651394799992,2373.6521909666812,2373.651394799992,2385.849270800012,2385.849270800012,2385.671340300003,"[3.2409389999811538, 7.081023299979279]",2385.7413503999996,2385.741381800006,None,2385.7414131000114,2385.7414317000075,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,155,155,0,,,,clip_holo_28_sub_0,clips/clip_holo_28_sub_0.mp4,audios/clip_holo_28_sub_0.mp3,holo,sub,0,28,NA,NA,8500,Wo steht das Haus?,am Meer,in den Bergen,im Wald,in der Stadt,,,,None,None,,,,,,,,,,,,,0,155,155,155,2385.849270800012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/clip_hund_13_nosub_1.mp3,audiovisual,2385.8455354000034,2386.2547638000106,2386.4556194999896,2386.4551396666543,2386.4556194999896,2398.2235092000046,2398.419648799987,2398.2236775000056,[5.8105219999852125],2398.3164656000154,2398.3165011999954,None,2398.3165499999886,2398.3165688000154,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
