instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,prac_sound.stopped,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,47,0,47,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,47,0,47,0,763.1116605000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/silence.mp3,visual,763.1061447000002,763.5109780000003,763.7113422000002,763.7113422000002,763.7108550666669,764.9650728000001,773.5355377999999,773.3430031000003,[],,773.4246971000002,,,,773.4247404000002,None,,,773.4248170999999,773.4248456,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,48,0,48,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,48,0,48,0,773.5355377999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_28_nosub_1.mp4,audios/clip_weißt_28_nosub_1.mp3,audiovisual,773.5322349000003,773.9354450999999,774.1357625,774.1357625,774.1359855666667,784.2177663000002,784.3976685000002,784.2179501,[6.874739599999884],,784.3079634000001,,,,784.3080389000002,None,,,784.3081009000002,784.3081563999999,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,49,0,49,,,,,,,,,,,,,,,,,,,,,,4,4.770975599999929,None,None,,,,,,,,,,,49,0,49,0,784.3976685000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_26_nosub_1.mp4,audios/silence.mp3,visual,784.3933829000002,784.8189234000001,785.0195805000003,785.0195805000003,785.0190978666667,786.2710878000003,797.1353872,797.0387126,[10.130821400000059],4,797.1316441000004,797.1353872,797.1353872,797.1353872,801.9206617,4,4.770975599999929,None,801.9207089000001,801.920728,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,50,0,50,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,50,0,50,0,802.0562316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_25_nosub_1.mp4,audios/clip_weißt_25_nosub_1.mp3,audiovisual,802.0514673000002,802.4233611,802.6252903,802.6252903,802.6237164666666,814.6420549,814.8399020000002,814.6422106,[4.975978999999825],,814.7280787,,,,814.7281095000003,None,,,814.7281357000002,814.7281507000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,51,0,51,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,51,0,51,0,814.8399020000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_15_sub_0.mp4,audios/clip_holo_15_sub_0.mp3,audiovisual,814.8367743000003,815.2348933000003,815.4354624000002,815.4354624000002,815.4350553666666,,824.8159657000001,824.6329615,[6.110768500000177],,824.718754,,,,824.7187945000001,None,,,824.7188389000003,824.7188970000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,52,0,52,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,52,0,52,0,824.8159657000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_06_sub_0.mp4,audios/silence.mp3,visual,824.8106821000001,825.2335921000004,825.4344552000002,825.4344552000002,825.4338367666667,826.6868138,835.9577254999999,835.7512706000002,[5.735668899999837],,835.8493643000002,,,,835.8494039000002,None,,,835.8494493000003,835.8494792000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,53,0,53,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,53,0,53,0,835.9577254999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_05_nosub_2.mp4,audios/silence.mp3,visual,835.9546494000001,836.3593512000002,836.5599678000003,836.5599678000003,836.5600001666669,837.8125006,845.8713839000002,845.6905570000004,[6.930908499999987],,845.7820380000003,,,,845.7820782000003,None,,,845.7821621000003,845.7821806000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,54,0,54,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,54,0,54,0,845.8713839000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_sub_1.mp4,audios/silence.mp3,visual,845.8666290000001,846.292351,846.4929977000002,846.4929977000002,846.4924120666667,847.7447182999999,857.1399784,856.9260335000004,[],,857.0184623,,,,857.0185791000004,None,,,857.0186404000001,857.0186696999999,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,55,0,55,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,55,0,55,0,857.1399784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_11_sub_1.mp4,audios/clip_hund_11_sub_1.mp3,audiovisual,857.1364981000002,857.5243737000001,857.7266696000002,857.7266696000002,857.7264851666666,867.4570963000001,867.6596925000003,867.4572732000001,[6.350236599999789],,867.5417734000002,,,,867.5418128000001,None,,,867.5418567000002,867.5418786,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,56,0,56,,,,,,,,,,,,,,,,,,,,,,4,22.797307400000136,None,None,,,,,,,,,,,56,0,56,0,867.6596925000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/silence.mp3,visual,867.6545526,868.0492531,868.249933,868.249933,868.2493301666666,869.5014867,877.6463349,877.5487637000001,[],4,877.6426074000001,877.6463349,877.6463349,877.6463349,900.4580791000003,4,22.797307400000136,None,900.4581419000001,900.4581698000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,57,0,57,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,57,0,57,0,900.5614626000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/clip_dampf_05_nosub_2.mp3,audiovisual,900.5574553000001,900.966934,901.1673785000003,901.1673785000003,901.1674069666667,,910.0673366999999,909.868943,"[3.8607081999998627, 8.666502099999889]",,909.9625277,,,,909.9625599000001,None,,,909.9625900000001,909.9626062000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,58,0,58,,,,,,,,,,,,,,,,,,,,,,3,3.590255900000102,None,None,,,,,,,,,,,58,0,58,0,910.0673366999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_10_sub_1.mp4,audios/silence.mp3,visual,910.0637240000001,910.4731411000002,910.6741533,910.6741533,910.6735677666668,911.9271825000001,922.3054884000003,922.1923896000003,[4.7240012000002025],3,922.3017212,922.3054884000003,922.3054884000003,922.3054884000003,925.9127371,3,3.590255900000102,None,925.9127956000002,925.9128203,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,59,0,59,,,,,,,,,,,,,,,,,,,,,,None,,,space,4.705549499999961,None,,,,,,,,,59,0,59,0,926.0263766000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_15_nosub_2.mp4,audios/clip_lied_15_nosub_2.mp3,audiovisual,926.0224327999999,926.4274697999999,926.6295494999999,926.6295494999999,926.6277891666666,,934.0731994000002,933.9569602000001,[3.1063005000000885],,934.0668058000001,,,,934.0668358000003,None,,,934.0668614000001,938.7801836000003,space,934.0731994000002,934.0731994000002,934.0731994000002,4.705549499999961,None,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,60,0,60,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,60,0,60,0,938.8956572000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/clip_hund_13_nosub_1.mp3,audiovisual,938.891744,939.2808916000004,939.4807777999999,939.4807777999999,939.4806018666666,951.2490758000004,951.4603938,951.2492119000003,[5.693039300000237],,951.3298102000003,,,,951.3298628000002,None,,,951.3299514,951.329988,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,61,0,61,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,61,0,61,0,951.4603938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/clip_holo_09_nosub_2.mp3,audiovisual,951.4566344,951.8450063,952.0451096000002,952.0451096000002,952.0449026666668,963.4964564000002,963.7063897000003,963.4966084000002,[],,963.5874334,,,,963.5874802000003,None,,,963.5875206000001,963.5875384999999,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,62,0,62,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,62,0,62,0,963.7063897000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_16_sub_0.mp4,audios/clip_wurst_16_sub_0.mp3,audiovisual,963.7027975999999,964.0911392000003,964.2910153000003,964.2910153000003,964.2910013666667,974.3238761000002,974.5151803000003,974.3240336000003,[],,974.4058231000004,,,,974.4058605,None,,,974.4059004999999,974.4059181000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,63,0,63,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,63,0,63,0,974.5151803000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_11_nosub_0.mp4,audios/silence.mp3,visual,974.5100087000001,974.9149585,975.1157945,975.1157945,975.1153079666667,976.3680586,985.3286036,985.1476784000001,[],,985.2379804000002,,,,985.2380618000002,None,,,985.2381697000001,985.2381868000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,64,0,64,,,,,,,,,,,,,,,,,,,,,,4,2.609789400000409,None,None,,,,,,,,,,,64,0,64,0,985.3286036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_36_nosub_2.mp4,audios/silence.mp3,visual,985.3242891,985.7494977000001,985.9494876000003,985.9494876000003,985.9492115666669,987.2022360000001,995.2187425000002,995.1132995000003,"[3.069611899999927, 6.083311700000195]",4,995.2152610000003,995.2187425000002,995.2187425000002,995.2187425000002,997.8429276000002,4,2.609789400000409,None,997.8429744,997.8429916,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,65,0,65,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,65,0,65,0,997.9638833000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_02_sub_2.mp4,audios/silence.mp3,visual,997.9596232000004,998.3431490000003,998.5434765,998.5434765,998.5433523666668,999.7964629000003,1009.7539998000002,1009.5618565,"[4.015096900000117, 9.718909799999892, 11.438762300000235]",,1009.6528333000001,,,,1009.6528637000001,None,,,1009.6528916000002,1009.6529065,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,66,0,66,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,66,0,66,0,1009.7539998000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_03_nosub_1.mp4,audios/silence.mp3,visual,1009.7504721,1010.1534557,1010.3538231000002,1010.3538231000002,1010.3536003666666,1011.6058419000001,1022.4557355000002,1022.2722843000001,"[-0.02172049999990122, 4.281164799999715]",,1022.3591801000002,,,,1022.3592342000002,None,,,1022.3593138000001,1022.3593410000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,67,0,67,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,67,0,67,0,1022.4557355000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_10_sub_0.mp4,audios/silence.mp3,visual,1022.4533524000003,1022.8740996000001,1023.0751548000003,1023.0587353000001,1023.0586292666669,1024.3103681000002,1032.767248,1032.5901342000002,[8.003088400000252],,1032.6696242000003,,,,1032.6696724000003,None,,,1032.6697152000002,1032.6697320000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,68,0,68,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,68,0,68,0,1032.767248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/silence.mp3,visual,1032.7643912000003,1033.1732373,1033.3742070000003,1033.3742070000003,1033.3738852666668,1034.6257574,1045.1835248000002,1044.9760125000003,[6.676187999999911],,1045.0676170000002,,,,1045.0676853,None,,,1045.0677327000003,1045.0677545000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,69,0,69,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,69,0,69,0,1045.1835248000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_10_sub_1.mp4,audios/clip_holo_10_sub_1.mp3,audiovisual,1045.1794282,1045.5680941,1045.7682476,1045.7682476,1045.7679747666668,1055.7336483,1055.9646010000001,1055.7338244000002,[6.212865800000145],,1055.835223,,,,1055.8352595000001,None,,,1055.8353014,1055.8353352,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,70,0,70,,,,,,,,,,,,,,,,,,,,,,2,2.994847099999788,None,None,,,,,,,,,,,70,0,70,0,1055.9646010000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_15_sub_0.mp4,audios/clip_claude_15_sub_0.mp3,audiovisual,1055.9611850000001,1056.3345366000003,1056.5352749000003,1056.5352749000003,1056.5348763666668,1068.6562051,1068.6562051,1068.5538150000002,[],2,1068.6524821000003,1068.6562051,1068.6562051,1068.6562051,1071.6668096000003,2,2.994847099999788,None,1071.6668762,1071.6669065,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,71,0,71,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,71,0,71,0,1071.7973780000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_17_nosub_2.mp4,audios/clip_lied_17_nosub_2.mp3,audiovisual,1071.7929123000004,1072.1674129000003,1072.3678204000003,1072.3678204000003,1072.3676647666668,1082.4007587,1082.6356437,1082.4009371000002,[8.35097309999992],,1082.4962777,,,,1082.4963111000002,None,,,1082.4963399000003,1082.4963545,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,72,0,72,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,72,0,72,0,1082.6356437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_sub_1.mp4,audios/clip_weißt_23_sub_1.mp3,audiovisual,1082.6323363000001,1083.0036317,1083.2037723000003,1083.2037723000003,1083.2038822666666,1094.6214748000002,1094.8327098,1094.621674,[8.486916299999848],,1094.7071628000003,,,,1094.7071998000001,None,,,1094.7072374,1094.7072541000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,73,0,73,,,,,,,,,,,,,,,,,,,,,,2,3.9606565999997656,None,None,,,,,,,,,,,73,0,73,0,1094.8327098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_25_sub_0.mp4,audios/clip_claude_25_sub_0.mp3,audiovisual,1094.829162,1095.2173263,1095.4178231,1095.4178231,1095.417516466667,,1105.7123144000002,1105.6188155,[],2,1105.7086093000003,1105.7123144000002,1105.7123144000002,1105.7123144000002,1109.6860664,2,3.9606565999997656,None,1109.6861482,1109.6861856,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,74,0,74,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,74,0,74,0,1109.7991301000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_04_nosub_2.mp4,audios/silence.mp3,visual,1109.7963366000004,1110.2017257000002,1110.401903,1110.401903,1110.4020712666668,1111.6530772,1122.2675246000003,1122.052937,"[4.208944299999985, 7.11316029999989]",,1122.1471358000003,,,,1122.1471660000002,None,,,1122.1471932,1122.1472081000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,75,0,75,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,75,0,75,0,1122.2675246000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_10_sub_0.mp4,audios/clip_claude_10_sub_0.mp3,audiovisual,1122.2638712000003,1122.6528926,1122.8529451,1122.8529451,1122.852748666667,1134.2682678,1134.2682678,1134.0700178000002,[],,1134.1731965000004,,,,1134.1732306000004,None,,,1134.1732641000003,1134.1732848000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,76,0,76,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,76,0,76,0,1134.2682678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_03_sub_1.mp4,audios/silence.mp3,visual,1134.2635417000001,1134.6788632000003,1134.8793844000002,1134.8793844000002,1134.8792048666667,1136.1311494000001,1146.5942912,1146.3981874,[5.24647879999975],,1146.4984754000002,,,,1146.4985109,None,,,1146.4985492,1146.4985686,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,77,0,77,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,77,0,77,0,1146.5942912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_07_sub_1.mp4,audios/silence.mp3,visual,1146.5909626000002,1147.0064706000003,1147.2077855000002,1147.2077855000002,1147.2077470666666,1148.4591174000002,1156.4553362000001,1156.2375814000002,[4.685149700000238],,1156.3309858000002,,,,1156.3310246,None,,,1156.3310588,1156.3310819000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,78,0,78,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,78,0,78,0,1156.4553362000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_04_sub_0.mp4,audios/clip_herz_04_sub_0.mp3,audiovisual,1156.4519307,1156.8387282000003,1157.0391322,1157.0391322,1157.0388053666668,1168.0558827,1168.2653436,1168.0560458,[7.862067200000183],,1168.1440848000002,,,,1168.1441526000003,None,,,1168.1441966000002,1168.1442643,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,79,0,79,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,79,0,79,0,1168.2653436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_30_sub_2.mp4,audios/clip_weißt_30_sub_2.mp3,audiovisual,1168.2617479,1168.6496254000003,1168.8501241000004,1168.8501241000004,1168.8499348666667,1180.8688821,1181.072013,1180.8690582,[12.155902200000128],,1180.9543267000004,,,,1180.9543623,None,,,1180.9543948,1180.9544107000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,80,0,80,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,80,0,80,0,1181.072013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_34_sub_1.mp4,audios/clip_hund_34_sub_1.mp3,audiovisual,1181.0686521000002,1181.4615422000002,1181.6619891,1181.6619891,1181.6616432666667,1192.0778535,1192.2834063,1192.0780565,[],,1192.163551,,,,1192.1635849,None,,,1192.1636192,1192.1636427000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,81,0,81,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,81,0,81,0,1192.2834063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_16_sub_1.mp4,audios/clip_hund_16_sub_1.mp3,audiovisual,1192.2801777,1192.6709675000002,1192.8710953,1192.8710953,1192.8706689666667,,1203.919938,1203.7238278,[],,1203.8204880000003,,,,1203.8205302000001,None,,,1203.8205706000003,1203.8206031,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,82,0,82,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,82,0,82,0,1203.919938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_21_sub_1.mp4,audios/silence.mp3,visual,1203.9168836000003,1204.3306865,1204.5307972,1204.5307972,1204.5308924666667,1205.7836595000003,1214.7849911000003,1214.5637087,[8.59401039999966],,1214.6536299,,,,1214.6536666000002,None,,,1214.6537036,1214.6537241,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,83,0,83,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,83,0,83,0,1214.7849911000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_03_nosub_1.mp4,audios/clip_lied_03_nosub_1.mp3,audiovisual,1214.7807445000003,1215.1641565,1215.3642253000003,1215.3642253000003,1215.3643222666667,1226.0690537,1226.0690537,1225.8804841,[5.484993400000349],,1225.9619697000003,,,,1225.9620042000001,None,,,1225.9620370000002,1225.9620594000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
